id,review_body,stars,language,lenght_review_body,review_body_clean,sentiment
47771,"Ameno, cuasi histórico pero baja de nivel con respecto a anteriores libros del mismo autor que abunda cada vez más en romances a",3,es,128,ameno cuasi histórico pero baja de nivel con respecto a anteriores libros del mismo autor que abunda cada vez más en romances a,neutro
48152,"Me llegó otro producto de otro tamaño y otro color... un poco desastre, ya lo devolví y todo en orden.",1,es,102,me llegó otro producto de otro tamaño y otro color un poco desastre ya lo devolví y todo en orden,negativo
48258,Poca cantidad para ese precio,3,es,29,poca cantidad para ese precio,neutro
48394,"Normal por ese precio, el envío con retraso",2,es,43,normal por ese precio el envío con retraso,negativo
48584,"Hace unos días mi marido y yo salimos de paseo/excursión (por el monte) y todo el rato se quejaba de lo incómodo de la correa de cuello de su cámara de fotos. Al final del día, de regreso en el coche, busqué distintas correas y encontré ésta. Cumplía con todos los requisitos que mi marido quería, y además estaba muy bien de precio, así que me decidí a comprarsela. Vaya acierto!! Le ha encantado!! Fácil de poner, cómodo acolchado en el hombro, el tornillo de sujeción de la correa se engancha a la rosca del trípode de la cámara. El gancho parece muy resistente y, además, lleva una segunda correa que se engancha a la cámara como medida extra de seguridad. Desde luego es totalmente recomendable. Sin duda si se la tuviera que recomendar a un amigo mi respuesta sería un SI rotundo.",5,es,786,hace unos días mi marido y yo salimos de paseoexcursión por el monte y todo el rato se quejaba de lo incómodo de la correa de cuello de su cámara de fotos al final del día de regreso en el coche busqué distintas correas y encontré ésta cumplía con todos los requisitos que mi marido quería y además estaba muy bien de precio así que me decidí a comprarsela vaya acierto le ha encantado fácil de poner cómodo acolchado en el hombro el tornillo de sujeción de la correa se engancha a la rosca del trípode de la cámara el gancho parece muy resistente y además lleva una segunda correa que se engancha a la cámara como medida extra de seguridad desde luego es totalmente recomendable sin duda si se la tuviera que recomendar a un amigo mi respuesta sería un si rotundo,positivo
49010,"Que decir, me encanta por ser fan.",5,es,34,que decir me encanta por ser fan,positivo
49109,Genial calidad-precio. Si tuviera que regalárselos a alguien los compraría de nuevo. Se escuchan fenomenal y se adaptan mejor que cualquier auriculares que haya tenido hasta ahora. 10 sobre 10. Me flipa la caja donde se cargan y la bolsita para guardarlos,5,es,255,genial calidadprecio si tuviera que regalárselos a alguien los compraría de nuevo se escuchan fenomenal y se adaptan mejor que cualquier auriculares que haya tenido hasta ahora sobre me flipa la caja donde se cargan y la bolsita para guardarlos,positivo
49309,"En la descripción no habla para nada sobre que tiene quemar conectada a la red, ya que solo menciona pilas para los sensores y la pantalla. Por lo que si pensabas colgarla en la pared como era mi idea, ten estimen cuenta. Otro problema es que el sensor interno de la pantalla, marca sobre 1,4 grados de más. Error a tener en cuenta. Quizás sea por la temperatura misma que desprende el aparato, pantalla, pero debería de estar compensado si es así. Respecto a los tres sensores parecen marcar bien, bastante aproximados sus datos estando en el mismo lugar.",2,es,556,en la descripción no habla para nada sobre que tiene quemar conectada a la red ya que solo menciona pilas para los sensores y la pantalla por lo que si pensabas colgarla en la pared como era mi idea ten estimen cuenta otro problema es que el sensor interno de la pantalla marca sobre grados de más error a tener en cuenta quizás sea por la temperatura misma que desprende el aparato pantalla pero debería de estar compensado si es así respecto a los tres sensores parecen marcar bien bastante aproximados sus datos estando en el mismo lugar,negativo
49711,"He devuelto el teléfono, pedales era para una persona mayor el sonido era bajo para que ella pudiera escucharlo",3,es,111,he devuelto el teléfono pedales era para una persona mayor el sonido era bajo para que ella pudiera escucharlo,neutro
49753,"Es una funda perfecta!!! Queda muy bien puesta, buena presentación y se nota que es de calidad. Muy recomendable calidad precio",4,es,127,es una funda perfecta queda muy bien puesta buena presentación y se nota que es de calidad muy recomendable calidad precio,positivo
50160,Apenas dura la batería y el sonido es deficiente...,2,es,51,apenas dura la batería y el sonido es deficiente,negativo
50311,UN PRODUCTO QUE EN PRINCIPIO DEBE DE SER ROBUSTO Y DE GRAN RESISTENCIA ES DE PLASTICO. CUANDO ESTÁ PREVISTO QUE SOPORTE EL IMPACTO DE UN BALIN REFORZADO . IMPACTO A GRAN VELOCIDAD Y FUERZA DADO QUE LA ESCOPETA AÚN NO SE HA RECIBIDO. PERO CALCULO QUE VA A DURAR MUY POCO. EN OTRA OCASIÓN DEBEN HACER INSISTO HACER QUE ESTE ARTILUGIO SEA DE UN ELEMENTO METALICO MÁS DURO YA QUE ESTE NO REUNE LAS CONDICIONES QUE SE ESPERAN DE UN SOPORTE DE DIANA DE UN TIRO AL BLANCO.GRACIAS,3,es,472,un producto que en principio debe de ser robusto y de gran resistencia es de plastico cuando está previsto que soporte el impacto de un balin reforzado impacto a gran velocidad y fuerza dado que la escopeta aún no se ha recibido pero calculo que va a durar muy poco en otra ocasión deben hacer insisto hacer que este artilugio sea de un elemento metalico más duro ya que este no reune las condiciones que se esperan de un soporte de diana de un tiro al blancogracias,neutro
50860,Es justo lo que estaba buscando.,4,es,32,es justo lo que estaba buscando,positivo
51188,"Los colores son realmente bonitos exceptuando el blanco y el azul. No son nada parecidos. No tienen color. Son más bien transparentes con muy poco color, apenas los aprecias",2,es,173,los colores son realmente bonitos exceptuando el blanco y el azul no son nada parecidos no tienen color son más bien transparentes con muy poco color apenas los aprecias,negativo
51370,"No me gusta por diferentes motivos: - He tenido muchos problemas para poder acceder al menú de configuración a través del ordenador, tablet... no lo encontraba. - El menú de configuración no tenia nada que ver con el que venía en las instrucciones en español. - El producto no tiene menú en español. - Tuve que reiniciar el equipo porque se ve que ya lo habían configurado y me pedía contraseña. - Crea otra red con un nombre diferente, no repite la del router original. Personalmente, no lo recomiendo. Ahora, para gustos, colores.",2,es,532,no me gusta por diferentes motivos he tenido muchos problemas para poder acceder al menú de configuración a través del ordenador tablet no lo encontraba el menú de configuración no tenia nada que ver con el que venía en las instrucciones en español el producto no tiene menú en español tuve que reiniciar el equipo porque se ve que ya lo habían configurado y me pedía contraseña crea otra red con un nombre diferente no repite la del router original personalmente no lo recomiendo ahora para gustos colores,negativo
51731,"Hace q no sea sensible la pantalla, fatal, es muy gruesa o no sé pero no me funciona nada bien... tengo q apretar la pantalla para escribir",1,es,139,hace q no sea sensible la pantalla fatal es muy gruesa o no sé pero no me funciona nada bien tengo q apretar la pantalla para escribir,negativo
51837,Cómodas y buen producto Recomendado 100%,5,es,40,cómodas y buen producto recomendado,positivo
51954,"Solo funcionó por 3 horas, luego comenzó en un bucle que inició sin llegar a pasar del proceso de arranque",1,es,106,solo funcionó por horas luego comenzó en un bucle que inició sin llegar a pasar del proceso de arranque,negativo
51960,"No aguantan los alimentos fríos ni dos horas ,a pesar de introducir bloques de frío y botellas de agua congelada",2,es,112,no aguantan los alimentos fríos ni dos horas a pesar de introducir bloques de frío y botellas de agua congelada,negativo
52157,El niño esta encantado. El producto esta bien y de buena calidad con muchos detalles pero me parece excesivo casi 30€ por la figura. Por eso no le doy mas de tres estrellas.,3,es,173,el niño esta encantado el producto esta bien y de buena calidad con muchos detalles pero me parece excesivo casi por la figura por eso no le doy mas de tres estrellas,neutro
52447,Hay que meterlos muy dentro y hacen tanto daño que solo los puedes tener puestos un rato. Goma ya amarilla en menos de 15 dias!,2,es,127,hay que meterlos muy dentro y hacen tanto daño que solo los puedes tener puestos un rato goma ya amarilla en menos de dias,negativo
52483,"Ella me cae muy bien , así que me ha resultado entretenido Cómo cuando tú amiga te manda un audio de 3min y no te aburre",3,es,120,ella me cae muy bien así que me ha resultado entretenido cómo cuando tú amiga te manda un audio de min y no te aburre,neutro
52747,"Está muy bien relación precio-calidad. Me costo montarlo porque las piezas no vienen identificadas, en mi opinión harían falta pegatinas con las mismas letras que en el esquema para montarlo.",4,es,191,está muy bien relación preciocalidad me costo montarlo porque las piezas no vienen identificadas en mi opinión harían falta pegatinas con las mismas letras que en el esquema para montarlo,positivo
52773,"Falta una buena correccion gramatical, frases mal construidas y repetitivas. A la autora le falta una buena revisión ortográfica, es una pena ya que hace que leerlo, en algunos parrafos sea irritante...",2,es,202,falta una buena correccion gramatical frases mal construidas y repetitivas a la autora le falta una buena revisión ortográfica es una pena ya que hace que leerlo en algunos parrafos sea irritante,negativo
52944,Llegó antes del plazo indicado pero lo enviaron metido en un organizador de cartón sin indicar la posición en la que tenía que ir en envase. Llegó perdiendo el liquido,3,es,167,llegó antes del plazo indicado pero lo enviaron metido en un organizador de cartón sin indicar la posición en la que tenía que ir en envase llegó perdiendo el liquido,neutro
53263,"El producto llegó en la fecha prevista, como es habitual con Amazon Prime. Con el servicio de Amazon no hay problema. El problema es que el producto no cumple con lo que promete. Según su descripción puedes pegar/sujetar cualquier cosa sobre una superficie no rugosa. Pues bien, este producto no lo hace. Pegué sobre una pared de pladur perfectamente lisa (sin gotelé) un pequeño adorno con el nombre de mi hija y duró pegado 10 minutos, tras ese tiempo se cayó. Pensé, ""habré pegado mal yo el adorno, no habré apretado lo suficiente para que la cola que lleve la cinta actúe"" y volví a pegarlo, manteniéndolo apretado un rato mayor. Pues duró pegado 10 minutos más y se cayó de nuevo. Traté a su vez de sujetar un pequeño perchero para ropa de niña (que no pesa) en otra pared de pladur. El perchero aguantó un día y medio, después se cayó igualmente. No recomiendo para nada este producto y de hecho, procedo a devolverlo. Probaré con otros.",1,es,943,el producto llegó en la fecha prevista como es habitual con amazon prime con el servicio de amazon no hay problema el problema es que el producto no cumple con lo que promete según su descripción puedes pegarsujetar cualquier cosa sobre una superficie no rugosa pues bien este producto no lo hace pegué sobre una pared de pladur perfectamente lisa sin gotelé un pequeño adorno con el nombre de mi hija y duró pegado minutos tras ese tiempo se cayó pensé habré pegado mal yo el adorno no habré apretado lo suficiente para que la cola que lleve la cinta actúe y volví a pegarlo manteniéndolo apretado un rato mayor pues duró pegado minutos más y se cayó de nuevo traté a su vez de sujetar un pequeño perchero para ropa de niña que no pesa en otra pared de pladur el perchero aguantó un día y medio después se cayó igualmente no recomiendo para nada este producto y de hecho procedo a devolverlo probaré con otros,negativo
53732,Es muy pequeña y no alumbra casi nada,3,es,37,es muy pequeña y no alumbra casi nada,neutro
53793,"Es de un material bastante bueno, el palo no es endeble y sostiene perfectamente el teléfono, tanto en vertical como horizontal. Las patas son un poco más flojas pero por ahora aguantan, hacen su función y se mantiene en pie perfectamente.",4,es,239,es de un material bastante bueno el palo no es endeble y sostiene perfectamente el teléfono tanto en vertical como horizontal las patas son un poco más flojas pero por ahora aguantan hacen su función y se mantiene en pie perfectamente,positivo
53840,"Vienen 10 luces solares, cargan bastante rápido y por la noche su iluminación es ambiente y buena en forma de estrella, calidad precio está bien",5,es,144,vienen luces solares cargan bastante rápido y por la noche su iluminación es ambiente y buena en forma de estrella calidad precio está bien,positivo
54068,Después de un mes de uso NO FUNCIONA cada vez me da una frecuencia cardíaca distinta. y la saturación de oxígeno tampoco coincide con un aparato de uso profesional de un amigo mío que es médico.,1,es,194,después de un mes de uso no funciona cada vez me da una frecuencia cardíaca distinta y la saturación de oxígeno tampoco coincide con un aparato de uso profesional de un amigo mío que es médico,negativo
54306,"Es el segundo que compramos, mi hijo de tres años juega todos los días, se le saca mucho partido.",5,es,97,es el segundo que compramos mi hijo de tres años juega todos los días se le saca mucho partido,positivo
54568,"En mi experiencia, el batidor de bambú se deshilacha bastante y pierde rápido su forma, por lo demas todo normal.",3,es,113,en mi experiencia el batidor de bambú se deshilacha bastante y pierde rápido su forma por lo demas todo normal,neutro
55355,"Pedí mi producto, espere mad de un mes y un día por casualidad me enteré que estaba en aduanas, por lo nunca me llegó. Dilución del vendedor, que pagará las aduanas y si no eran muy caras me las reembolsaban... jaja. Evidentemente le dije que yo compraban para que me lo envíen a casa y no tenga yo que ir al aeropuerto. El vendedor pasó completamente del tema y tras muchos intentos de que me devolviera el dinero, finalmente tuve que ponerle una reclamación en Amazon.",1,es,470,pedí mi producto espere mad de un mes y un día por casualidad me enteré que estaba en aduanas por lo nunca me llegó dilución del vendedor que pagará las aduanas y si no eran muy caras me las reembolsaban jaja evidentemente le dije que yo compraban para que me lo envíen a casa y no tenga yo que ir al aeropuerto el vendedor pasó completamente del tema y tras muchos intentos de que me devolviera el dinero finalmente tuve que ponerle una reclamación en amazon,negativo
55751,"Este pedido de bolsas fue para un regalo de cumpleaños, para todos los niños que iban a ir. Compre dos pack porque iban a ir 24 niños, cuando lo abrí y estuve mirando los dibujos me encantaban todos menos dos,... eran de motivos navideños (aparecen en la foto) con lo cual no pegaba para regalarlo, menos mal que al final faltaron niños al cumpleaños... Por otro lado, creo que lo suyo hubiese sido que en el pack incluyesen 12 pack de ceras, una para cada bolsa, aunque fuesen menos colores.",2,es,492,este pedido de bolsas fue para un regalo de cumpleaños para todos los niños que iban a ir compre dos pack porque iban a ir niños cuando lo abrí y estuve mirando los dibujos me encantaban todos menos dos eran de motivos navideños aparecen en la foto con lo cual no pegaba para regalarlo menos mal que al final faltaron niños al cumpleaños por otro lado creo que lo suyo hubiese sido que en el pack incluyesen pack de ceras una para cada bolsa aunque fuesen menos colores,negativo
55863,Sinceramente me esperaba algo mejor.,1,es,36,sinceramente me esperaba algo mejor,negativo
56023,"Pack de 50 cartas, de diferentes categorías.",4,es,44,pack de cartas de diferentes categorías,positivo
56224,Un poco Caro. Esta escrit en aleman pero a los peques les ha encantado,3,es,70,un poco caro esta escrit en aleman pero a los peques les ha encantado,neutro
56357,"cubre un poco,pero viene muy poco liquido en el bote para lo pequeño que ya es el bote .",2,es,88,cubre un pocopero viene muy poco liquido en el bote para lo pequeño que ya es el bote,negativo
56719,Se queda todo pegado,2,es,20,se queda todo pegado,negativo
56868,"Comparado con el anterior modelo, tiene muchas mejoras. El bolsillo es más grande y cabe casi cualquier teléfono actual (un S8, por ejemplo). El cinturón es tan cómodo que se puede llevar directamente sobre la piel. El portabotellas sujeta mejor bidones más grandes de otras marcas. La única pega es que la hebilla tiende a girarse; debería estar sujeta de manera que no pudiera.",4,es,379,comparado con el anterior modelo tiene muchas mejoras el bolsillo es más grande y cabe casi cualquier teléfono actual un s por ejemplo el cinturón es tan cómodo que se puede llevar directamente sobre la piel el portabotellas sujeta mejor bidones más grandes de otras marcas la única pega es que la hebilla tiende a girarse debería estar sujeta de manera que no pudiera,positivo
56924,Funciona bien y no hacen ruido,4,es,30,funciona bien y no hacen ruido,positivo
57023,"Como han comentado ya varias personas, las tijeras no son inoxidables. En el primer uso, las lavé y les puse la fundita de plástico. Al día siguiente tenían las hojas con varios puntitos de óxido. Desde entonces no les he vuelto a poner la funda, las cuelgo al aire y no les ha vuelto a salir. De todas formas se ve que la calidad no es una maravilla. De corte de momento funcionan bien, tampoco hago virguerías con ellas. Lo típico, cortar una pizza o un envoltorio. No las compraría otra vez pero de momento me apaño con ellas.",3,es,529,como han comentado ya varias personas las tijeras no son inoxidables en el primer uso las lavé y les puse la fundita de plástico al día siguiente tenían las hojas con varios puntitos de óxido desde entonces no les he vuelto a poner la funda las cuelgo al aire y no les ha vuelto a salir de todas formas se ve que la calidad no es una maravilla de corte de momento funcionan bien tampoco hago virguerías con ellas lo típico cortar una pizza o un envoltorio no las compraría otra vez pero de momento me apaño con ellas,neutro
57329,Bien vale para casi todas las teles,5,es,35,bien vale para casi todas las teles,positivo
57446,Nada flexible y muy pesado. Me acaba de llegar pero lo pienso devolver lo antes posible.,1,es,88,nada flexible y muy pesado me acaba de llegar pero lo pienso devolver lo antes posible,negativo
57554,Regalo de reyes perfecto!! Exactamente el mismo que vi en tiendas y con una notable diferencia de precio!! Mi hija lo usa todos los días y está estupendo! Da algo de talla.,5,es,172,regalo de reyes perfecto exactamente el mismo que vi en tiendas y con una notable diferencia de precio mi hija lo usa todos los días y está estupendo da algo de talla,positivo
57743,La batería no duraba,1,es,20,la batería no duraba,negativo
57793,"Por el precio que tiene obviamente no esperaba mas. Se trata de un potente ventilador tipo PC que junto con un filtro humidificado fabrica una ligera y humeda brisa. Ojo ! Hay que dejar que el filtro se seque un poco para volver a rellenar el deposito, si no ....sale agua por la parte inferior. Recomiendo poner una bandejita.",3,es,327,por el precio que tiene obviamente no esperaba mas se trata de un potente ventilador tipo pc que junto con un filtro humidificado fabrica una ligera y humeda brisa ojo hay que dejar que el filtro se seque un poco para volver a rellenar el deposito si no sale agua por la parte inferior recomiendo poner una bandejita,neutro
57900,No ha llegado el articulo,1,es,25,no ha llegado el articulo,negativo
58025,"el podometro no es nada preciso y a la semana de usarlo se queda bloqueado em un numero de pasos y no funciona,arruinando tu rutina.lo barato sale caro,tendre que comprar otro pero de mas garantias.decepcionante-",2,es,212,el podometro no es nada preciso y a la semana de usarlo se queda bloqueado em un numero de pasos y no funcionaarruinando tu rutinalo barato sale carotendre que comprar otro pero de mas garantiasdecepcionante,negativo
58913,NO ME HA LLEGADO DONDE ESTA MI PEDIDO ?,1,es,39,no me ha llegado donde esta mi pedido,negativo
59209,"De vergüenza, no me han enviado nada, me han cobrado y no me han devuelto el dinero",1,es,83,de vergüenza no me han enviado nada me han cobrado y no me han devuelto el dinero,negativo
59559,Fué para un regalo así que no puedo dar una opinión muy objetiva sobre este artículo. Pongo 3 estrellas porque durante el tiempo que lo tuve en mis manos parecía de buen material y con muchos compartimentos para dejar los líquidos.,3,es,231,fué para un regalo así que no puedo dar una opinión muy objetiva sobre este artículo pongo estrellas porque durante el tiempo que lo tuve en mis manos parecía de buen material y con muchos compartimentos para dejar los líquidos,neutro
59894,Son unos mini-mini libros! No me los esperaba tan pequeños.,2,es,59,son unos minimini libros no me los esperaba tan pequeños,negativo
60214,"Muy poca potencia, tiene que estar totalmente oscuro para poder ver las reacciones.",1,es,83,muy poca potencia tiene que estar totalmente oscuro para poder ver las reacciones,negativo
60220,"Las piezas de cartón un poco débiles, pero en general bien cumplen su función. Tampoco se le puede pedir mucho más.",3,es,115,las piezas de cartón un poco débiles pero en general bien cumplen su función tampoco se le puede pedir mucho más,neutro
60775,"Las tallas son pequeñas a lo normal y al pedir la devolución y haber comprado una talla mas, me dicen que tengo que pagar los gastos de envio de la devolución cuando ya pague los de envio del primero, porque las tallas no son normales sino mas pequeñas, patetico",1,es,262,las tallas son pequeñas a lo normal y al pedir la devolución y haber comprado una talla mas me dicen que tengo que pagar los gastos de envio de la devolución cuando ya pague los de envio del primero porque las tallas no son normales sino mas pequeñas patetico,negativo
60887,"No tiene color blanco. En estado normal(sin colores es amarilla. Y aunque le de al botón de w , que es white (blanco) , la luz es amarilla.",1,es,139,no tiene color blanco en estado normalsin colores es amarilla y aunque le de al botón de w que es white blanco la luz es amarilla,negativo
60931,"He probado varios pero este es el único que funciona 100%. Al principio (primer o segundo dia) sentía algo de picor en las axilas, pero después de aplicarme lo más veces ya no siento nada de nada. Cero sudor, cero picor. 10 de 10",5,es,229,he probado varios pero este es el único que funciona al principio primer o segundo dia sentía algo de picor en las axilas pero después de aplicarme lo más veces ya no siento nada de nada cero sudor cero picor de,positivo
60968,Es conforme a lo que quería aunque esperaba una calidad un poco superior por el precio que pague. Es muy débil.,3,es,111,es conforme a lo que quería aunque esperaba una calidad un poco superior por el precio que pague es muy débil,neutro
61481,"Salvo por el hecho de que pedí protectores para el mi8 y me llegó del mi a2, ""lo demás perfecto"" .... En fin...",1,es,111,salvo por el hecho de que pedí protectores para el mi y me llegó del mi a lo demás perfecto en fin,negativo
61700,Un altavoz muy recomendable en cuanto a la calidad del sonido y buen volumen,5,es,76,un altavoz muy recomendable en cuanto a la calidad del sonido y buen volumen,positivo
61708,"No está mal pero la profundidad del clavo me parece insuficiente si se cuelga algo con una alcayata. Quizás para objetos que traigan el hueco para introducir el clavo sea más efectivo. Trae 2 clavos y 3 tiras adhesivas, que no viene nada mal si te tuerces o equivocas al ponerla como me pasó a mi. Se despega fácilmente sin causar daños en la pared pintada",4,es,356,no está mal pero la profundidad del clavo me parece insuficiente si se cuelga algo con una alcayata quizás para objetos que traigan el hueco para introducir el clavo sea más efectivo trae clavos y tiras adhesivas que no viene nada mal si te tuerces o equivocas al ponerla como me pasó a mi se despega fácilmente sin causar daños en la pared pintada,positivo
61826,"Me encanta el diseño y la practicidad, me encantan los bolsos y sé de lo que hablo. Mi única pega es el material, si fuera de cuero seria para mi el bolso PERFECTO.",3,es,164,me encanta el diseño y la practicidad me encantan los bolsos y sé de lo que hablo mi única pega es el material si fuera de cuero seria para mi el bolso perfecto,neutro
61870,"El vendedor mandó por error una bombilla de cada tipo, pero después de hacérselo saber mando la correcta. El único pero que tiene el producto es que a veces le cuesta bastante tiempo e intentos que sean detectadas.",4,es,214,el vendedor mandó por error una bombilla de cada tipo pero después de hacérselo saber mando la correcta el único pero que tiene el producto es que a veces le cuesta bastante tiempo e intentos que sean detectadas,positivo
62128,No puedo opinar porque ha llegado dañado y he gestionado la devolucion. Espero tener mas suerte en el siguente envio,1,es,116,no puedo opinar porque ha llegado dañado y he gestionado la devolucion espero tener mas suerte en el siguente envio,negativo
62633,"Las sartenes pesan un poquito y se queda pegada por la parte de abajo como suciedad difícil de quitar. Cocinan bien, pero no sé limpian bien. Tardan en calentar un poco.",2,es,169,las sartenes pesan un poquito y se queda pegada por la parte de abajo como suciedad difícil de quitar cocinan bien pero no sé limpian bien tardan en calentar un poco,negativo
62827,"hace 10 dias que lo tengo si apenas uso y las esquinas donde va encajado el kindle a presion salta el plastico a trocitos, muy mala calidad del material.",1,es,153,hace dias que lo tengo si apenas uso y las esquinas donde va encajado el kindle a presion salta el plastico a trocitos muy mala calidad del material,negativo
63297,"Bonitas, prácticas y cómodas!",4,es,29,bonitas prácticas y cómodas,positivo
63474,"El libro llegó con las portadas sucias y algo deterioradas, no parece nuevo. Era para un ragalo y parece que le regalo algo usado",2,es,129,el libro llegó con las portadas sucias y algo deterioradas no parece nuevo era para un ragalo y parece que le regalo algo usado,negativo
63626,La parte de arriba viene con una brida y queda un poco chapuza. Mi hubiera gustado que fuese una goma que acoplara mejor.,2,es,121,la parte de arriba viene con una brida y queda un poco chapuza mi hubiera gustado que fuese una goma que acoplara mejor,negativo
63877,Carga rapido y larga duracion,5,es,29,carga rapido y larga duracion,positivo
64175,La comprá satisfactoria. Llegó en el tiempo previsto y todo fue correcto. Funciona y es para lo q necesitaba. Todo bien,4,es,119,la comprá satisfactoria llegó en el tiempo previsto y todo fue correcto funciona y es para lo q necesitaba todo bien,positivo
64458,"El balancín es exacto al de la foto. Quizás, tenía la impresión de que sería de tela pero es de plástico, que va perfecto por si el niño come o bebe ahí, porque no se manchará con facilidad, pero en cuanto a la comodidad del bebé, debe ser incómodo. No se mece tanto como otros balancines. Si lo quieres para salir del paso como yo, tiene buena relación calidad-precio y cumple con su función básica. Si quieres algo de calidad, no lo recomiendo.",3,es,446,el balancín es exacto al de la foto quizás tenía la impresión de que sería de tela pero es de plástico que va perfecto por si el niño come o bebe ahí porque no se manchará con facilidad pero en cuanto a la comodidad del bebé debe ser incómodo no se mece tanto como otros balancines si lo quieres para salir del paso como yo tiene buena relación calidadprecio y cumple con su función básica si quieres algo de calidad no lo recomiendo,neutro
64585,No encaja perfectamente pero da el apaño y de este modo queda protegida la camara para posibles golpes y arañazos.,3,es,114,no encaja perfectamente pero da el apaño y de este modo queda protegida la camara para posibles golpes y arañazos,neutro
64830,Se ha deformado la goma en 3 meses de uso y se cae de la rejilla del salpicadero del coche.,1,es,91,se ha deformado la goma en meses de uso y se cae de la rejilla del salpicadero del coche,negativo
64884,"Era para un regalo. Duró 24 horas, no más. no he podido cambiarlo ya que se tiró la caja. No volveria a comprarlo",2,es,113,era para un regalo duró horas no más no he podido cambiarlo ya que se tiró la caja no volveria a comprarlo,negativo
65177,Todavía no lo hemos probado en el extranjero. Espero cumpla su función.,5,es,71,todavía no lo hemos probado en el extranjero espero cumpla su función,positivo
65397,3 horas para montar la torre 😞 aparte de que viene rallado el mueble y de un pico roto... FATAL,1,es,95,horas para montar la torre aparte de que viene rallado el mueble y de un pico roto fatal,negativo
65900,"El disco es un discazo. Eso si, ha venido con la caja tocada...",3,es,63,el disco es un discazo eso si ha venido con la caja tocada,neutro
66224,No funciona con los distintos dispositivos que yo tengo igual con otros lo hace mejor.,1,es,86,no funciona con los distintos dispositivos que yo tengo igual con otros lo hace mejor,negativo
66264,En este caso no hay nada que reprochar. En la descripción decía que el libro de segunda mano estaba en condiciones aceptables y así es.,3,es,135,en este caso no hay nada que reprochar en la descripción decía que el libro de segunda mano estaba en condiciones aceptables y así es,neutro
66454,"Es de los geles que mejor me han funcionado, a pesar de ser tan barato. Lo recomiendo!",4,es,86,es de los geles que mejor me han funcionado a pesar de ser tan barato lo recomiendo,positivo
66501,"De momento 2 estrellas porque los antirrobo de las bicis no funcionan y por lo que veo somos varios en pocos días con el mismo problema, un problema que en teoría ya tenían solucionado pero se ve que no, estoy a la espera de recibir un reemplazo, si vienen bien subo la nota pero me da a mi que no.",2,es,298,de momento estrellas porque los antirrobo de las bicis no funcionan y por lo que veo somos varios en pocos días con el mismo problema un problema que en teoría ya tenían solucionado pero se ve que no estoy a la espera de recibir un reemplazo si vienen bien subo la nota pero me da a mi que no,negativo
66634,El paquete ha llegado incompleto. Una de las patas no lleva el tornillo y la tuerca para ponerlo. Ya lo he desembalado y hacer la devolución de un paquete tan grande es un incordio. ¿Me podeís enviar las piezas que faltan? Si no fuero por eso la valoración sería buena.,2,es,269,el paquete ha llegado incompleto una de las patas no lleva el tornillo y la tuerca para ponerlo ya lo he desembalado y hacer la devolución de un paquete tan grande es un incordio me podeís enviar las piezas que faltan si no fuero por eso la valoración sería buena,negativo
67072,Buen artículo tanto la piedra como la sujeción muy estable y práctico lo uso bastante y es muy bueno volvería a comprarlo.,5,es,122,buen artículo tanto la piedra como la sujeción muy estable y práctico lo uso bastante y es muy bueno volvería a comprarlo,positivo
67170,Solo para algunos teléfonos,2,es,27,solo para algunos teléfonos,negativo
67185,"Funciona bien, compacto y de calidad. Lo he usado en Malta durante 5 meses y ha funcionado perfectamente todo el tiempo.",4,es,120,funciona bien compacto y de calidad lo he usado en malta durante meses y ha funcionado perfectamente todo el tiempo,positivo
67423,lo compre un viernes y el sábado ya lo tenia en casa,5,es,52,lo compre un viernes y el sábado ya lo tenia en casa,positivo
67596,"La quería para recortar pegatinas, pero me fue fatal, no sé si por el tipo de papel o qué. Recortaba una bien y la siguiente la destrozaba. Probé con diversas configuraciones y no hubo manera. No sé para recortar cartulinas, folios y otros materiales, pero para papel pegatina no os la recomiendo :(",2,es,299,la quería para recortar pegatinas pero me fue fatal no sé si por el tipo de papel o qué recortaba una bien y la siguiente la destrozaba probé con diversas configuraciones y no hubo manera no sé para recortar cartulinas folios y otros materiales pero para papel pegatina no os la recomiendo,negativo
67766,"No he recibido el producto, espero respuesta. Ya envie un email de reclamación.",1,es,79,no he recibido el producto espero respuesta ya envie un email de reclamación,negativo
67818,"El diámetro de la junta es algo mayor al de la base de la entena del coche, queda algo flojo... por otro lado el precio me parece desorbitado... Es una simple junta",2,es,164,el diámetro de la junta es algo mayor al de la base de la entena del coche queda algo flojo por otro lado el precio me parece desorbitado es una simple junta,negativo
67828,"El escaso peso del cristal hace que cuando la arena se traspasa de arriba a abajo la estabilidad del reloj no sea muy fiable,",1,es,125,el escaso peso del cristal hace que cuando la arena se traspasa de arriba a abajo la estabilidad del reloj no sea muy fiable,negativo
67989,"Me parece muy buena,se absorbe en seguida,deja la piel sin brillos y huele fenomenal.Por lo menos vale el precio que cuesta,seguro...gracias!!!",5,es,143,me parece muy buenase absorbe en seguidadeja la piel sin brillos y huele fenomenalpor lo menos vale el precio que cuestasegurogracias,positivo
